title,length_mm,width_mm,image_name,page,image_object,source_width_px,source_height_px,output_width_px,output_height_px,aspect_delta_pct,extraction_method,warnings
9784-L,300,450,p060_011_9784-L_7253722c.png,60,Im2213,342,228,451,300,0.0,embedded,
9784-D,300,450,p060_012_9784-D_3ac1d86f.png,60,Im2215,342,228,451,300,0.0,embedded,
9784-HL,300,450,p060_013_9784-HL_3466f80b.png,60,Im2217,342,228,451,300,0.0,embedded,
9784-F,300,300,p060_014_9784-F_ef8f94c5.png,60,Im2219,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
9810-L,300,450,p060_015_9810-L_d7aa5b7a.png,60,Im2221,342,228,451,300,0.0,embedded,
9810-HL-1,300,450,p060_016_9810-HL-1_49efa988.png,60,Im2223,342,228,451,300,0.0,embedded,
9810-D,300,450,p060_017_9810-D_71f119d0.png,60,Im2225,342,228,451,300,0.0,embedded,
9850-L,300,450,p060_018_9850-L_d7a4c6e4.png,60,Im2227,342,228,451,300,0.0,embedded,
9850-HL-1,300,450,p060_019_9850-HL-1_312028d3.png,60,Im2229,342,228,451,300,0.0,embedded,
9850-D,300,450,p060_020_9850-D_012ad8be.png,60,Im2231,342,228,451,300,0.0,embedded,
9810-F,300,300,p060_021_9810-F_71e68ee0.png,60,Im2233,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9850-F,300,300,p060_022_9850-F_eaf64df6.png,60,Im2235,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9571-D,300,450,p060_023_9571-D_c85e573f.png,60,Im2237,342,228,451,300,0.0,embedded,
WHITE,300,450,p060_024_WHITE_d6f204d3.png,60,Im2240,342,228,451,300,0.0,embedded-indexed,
WHITE-F,300,300,p060_025_WHITE-F_dfb5b60a.png,60,Im2243,228,228,300,300,0.0,embedded-indexed,derived square companion size from catalogue section and image aspect
8516-HL-2,300,450,p061_001_8516-HL-2_ac861d0e.png,61,Im2250,342,228,451,300,0.0,embedded,
8516-L,300,450,p061_002_8516-L_b7e5b177.png,61,Im2252,342,228,451,300,0.0,embedded,
8516-HL-1,300,450,p061_003_8516-HL-1_bee6325c.png,61,Im2254,342,228,451,300,0.0,embedded,
9144-D,300,450,p061_004_9144-D_6386234c.png,61,Im2256,342,228,451,300,0.0,embedded,
9144-HL-2,300,450,p061_005_9144-HL-2_0851f63d.png,61,Im2258,342,228,451,300,0.0,embedded,
9144-HL-3,300,450,p061_006_9144-HL-3_73c59799.png,61,Im2260,342,228,451,300,0.0,embedded,
9585-L,300,450,p061_007_9585-L_c5021f5b.png,61,Im2262,342,228,451,300,0.0,embedded,
9585-HL-2,300,450,p061_008_9585-HL-2_cfc5a746.png,61,Im2264,342,228,451,300,0.0,embedded,
9585-HL-1,300,450,p061_009_9585-HL-1_091ec6b2.png,61,Im2266,342,228,451,300,0.0,embedded,
9615-L,300,450,p061_010_9615-L_63ce48f9.png,61,Im2268,342,228,451,300,0.0,embedded,
9843-HL-1,300,450,p061_011_9843-HL-1_98b1d985.png,61,Im2270,342,228,451,300,0.0,embedded,
9615-HL-2,300,450,p061_012_9615-HL-2_bc01dde5.png,61,Im2272,342,228,451,300,0.0,embedded,
9843-HL-2,300,450,p061_013_9843-HL-2_6aff0315.png,61,Im2274,342,228,451,300,0.0,embedded,
8109-L,300,450,p061_014_8109-L_33fe0465.png,61,Im2276,342,228,451,300,0.0,embedded,
8109-HL-1,300,450,p061_015_8109-HL-1_53178af8.png,61,Im2278,342,228,451,300,0.0,embedded,
8109-HL-2,300,450,p061_016_8109-HL-2_a8afb229.png,61,Im2280,342,228,451,300,0.0,embedded,
8142-D,300,450,p061_017_8142-D_0849d518.png,61,Im2282,342,228,451,300,0.0,embedded,
8142-HL-1,300,450,p061_018_8142-HL-1_c17fdf6b.png,61,Im2284,342,228,451,300,0.0,embedded,
8142-HL-2,300,450,p061_019_8142-HL-2_7977d07a.png,61,Im2286,342,228,451,300,0.0,embedded,
8143-D,300,450,p061_020_8143-D_04385b8f.png,61,Im2288,342,228,451,300,0.0,embedded,
8143-HL-1,300,450,p061_021_8143-HL-1_3a47c02b.png,61,Im2290,342,228,451,300,0.0,embedded,
8143-HL-2,300,450,p061_022_8143-HL-2_0960d0ea.png,61,Im2292,342,228,451,300,0.0,embedded,
1402-L,300,450,p062_001_1402-L_2ae91cfe.png,62,Im2300,342,228,451,300,0.0,embedded,
1402-D,300,450,p062_002_1402-D_a3d52e2b.png,62,Im2302,342,228,451,300,0.0,embedded,
1402-HL-2,300,450,p062_003_1402-HL-2_60aa37be.png,62,Im2304,342,228,451,300,0.0,embedded,
1425-L,300,450,p062_004_1425-L_7336d591.png,62,Im2306,342,228,451,300,0.0,embedded,
1425-HL-2,300,450,p062_005_1425-HL-2_d56ba4f8.png,62,Im2308,342,228,451,300,0.0,embedded,
1425-D,300,450,p062_006_1425-D_33fa204d.png,62,Im2310,342,228,451,300,0.0,embedded,
8025-L,300,450,p062_007_8025-L_d95b15d7.png,62,Im2312,342,228,451,300,0.0,embedded,
8025-HL-1,300,450,p062_008_8025-HL-1_9bfae72c.png,62,Im2314,342,228,451,300,0.0,embedded,
8025-HL-2,300,450,p062_009_8025-HL-2_dcd4127b.png,62,Im2316,342,228,451,300,0.0,embedded,
8151-L,300,450,p062_010_8151-L_07f1ab7d.png,62,Im2319,342,228,451,300,0.0,embedded,
8151-HL-1,300,450,p062_011_8151-HL-1_5607c004.png,62,Im2321,342,228,451,300,0.0,embedded,
8151-D,300,450,p062_012_8151-D_4e15a542.png,62,Im2323,342,228,451,300,0.0,embedded,
9895-L,300,450,p062_013_9895-L_0aea9bb4.png,62,Im2325,342,228,451,300,0.0,embedded,
9895-HL-1,300,450,p062_014_9895-HL-1_b6067153.png,62,Im2327,342,228,451,300,0.0,embedded,
9895-HL-2,300,450,p062_015_9895-HL-2_c9cd7c19.png,62,Im2329,342,228,451,300,0.0,embedded,
8154-L,300,450,p063_001_8154-L_08dec0a7.png,63,Im2339,342,228,451,300,0.0,embedded-indexed,
8154-D,300,450,p063_002_8154-D_3077600b.png,63,Im2341,342,228,451,300,0.0,embedded,
8154-HL-1,300,450,p063_003_8154-HL-1_b914450d.png,63,Im2343,342,228,451,300,0.0,embedded,
8154-HL-2,300,450,p063_004_8154-HL-2_711738da.png,63,Im2345,342,228,451,300,0.0,embedded,
8115-L,300,450,p063_005_8115-L_f0e5d1f1.png,63,Im2347,342,228,451,300,0.0,embedded,
8115-HL-1,300,450,p063_006_8115-HL-1_78ef4a30.png,63,Im2349,342,228,451,300,0.0,embedded,
EL-5187,300,450,p064_001_EL-5187_a1368237.png,64,Im2357,342,228,451,300,0.0,embedded,
EL-5188,300,450,p064_002_EL-5188_3de2bb86.png,64,Im2359,342,228,451,300,0.0,embedded,
EL-5189,300,450,p064_003_EL-5189_2464f36d.png,64,Im2361,342,228,451,300,0.0,embedded,
EL-5118,300,450,p064_004_EL-5118_8dbb9fca.png,64,Im2363,342,228,451,300,0.0,embedded,
EL-5149,300,450,p064_005_EL-5149_b27b0fe3.png,64,Im2365,342,228,451,300,0.0,embedded,
EL-5114,300,450,p064_006_EL-5114_73ce8f02.png,64,Im2367,342,228,451,300,0.0,embedded,
EL-5344,300,450,p064_007_EL-5344_12cbcd2b.png,64,Im2369,342,228,451,300,0.0,embedded,
EL-5342,300,450,p064_008_EL-5342_815e32a6.png,64,Im2371,342,228,451,300,0.0,embedded,
EL-9026,300,450,p064_009_EL-9026_19b2c5c5.png,64,Im2373,342,228,451,300,0.0,embedded,
EL-5425,300,450,p064_010_EL-5425_3d64e544.png,64,Im2375,342,228,451,300,0.0,embedded,
EL-5423,300,450,p064_011_EL-5423_b96b75c3.png,64,Im2377,342,228,451,300,0.0,embedded,
6716-L,300,450,p065_001_6716-L_71dfb810.png,65,Im2387,342,228,451,300,0.064,embedded,
6716-HL-1,300,450,p065_002_6716-HL-1_6d95eb8e.png,65,Im2389,342,228,451,300,0.064,embedded,
6716-D,300,450,p065_003_6716-D_d93ab7a6.png,65,Im2391,342,228,451,300,0.064,embedded,
6879-L,300,450,p065_004_6879-L_4c170808.png,65,Im2393,342,228,451,300,0.064,embedded,
6879-D,300,450,p065_005_6879-D_1ec5b0fa.png,65,Im2395,342,228,451,300,0.064,embedded,
6879-HL-3,300,450,p065_006_6879-HL-3_d249b8dd.png,65,Im2397,342,228,451,300,0.064,embedded,
6879-F,300,300,p065_007_6879-F_ffe3e611.png,65,Im2399,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6876-L,300,450,p065_008_6876-L_9821acb9.png,65,Im2401,342,228,451,300,0.064,embedded,
6876-HL-4,300,450,p065_009_6876-HL-4_9acc68d6.png,65,Im2403,342,228,451,300,0.064,embedded,
6876-D,300,450,p065_010_6876-D_e102ff2c.png,65,Im2405,342,228,451,300,0.064,embedded,
6876-F,300,300,p065_011_6876-F_719a5203.png,65,Im2407,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6166-L,300,450,p065_012_6166-L_903f543c.png,65,Im2409,342,228,451,300,0.064,embedded,
6166-D,300,450,p065_013_6166-D_12c6ed81.png,65,Im2411,342,228,451,300,0.064,embedded,
6166-HL,300,450,p065_014_6166-HL_37370908.png,65,Im2413,342,228,451,300,0.064,embedded,
6166-F,300,300,p065_015_6166-F_021e7c54.png,65,Im2415,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
K-519-L,300,450,p065_016_K-519-L_5bc45ed4.png,65,Im2417,342,228,451,300,0.064,embedded,
K-519-D,300,450,p065_017_K-519-D_698f397d.png,65,Im2419,342,228,451,300,0.064,embedded,
K-519-HL-4,300,450,p065_018_K-519-HL-4_738445ce.png,65,Im2421,342,228,451,300,0.064,embedded,
K-519-F,300,300,p065_019_K-519-F_dc615225.png,65,Im2423,229,228,302,300,0.374,embedded,derived square companion size from catalogue section and image aspect
6985-L,300,450,p065_020_6985-L_fb2c9df7.png,65,Im2425,342,228,451,300,0.064,embedded,
6985-HL-1,300,450,p065_021_6985-HL-1_f5772660.png,65,Im2427,342,228,451,300,0.064,embedded,
6985-D,300,450,p065_022_6985-D_b0280646.png,65,Im2429,342,228,451,300,0.064,embedded,
6985-F,300,300,p065_023_6985-F_b44d6837.png,65,Im2431,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6716-F,300,300,p065_024_6716-F_1b3d954d.png,65,Im2433,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6866-L,300,450,p066_001_6866-L_ebedfb4b.png,66,Im2441,342,228,451,300,0.064,embedded,
6866-D,300,450,p066_002_6866-D_84b8637b.png,66,Im2443,342,228,451,300,0.064,embedded,
6866-HL-1,300,450,p066_003_6866-HL-1_3d3fd8ec.png,66,Im2445,342,228,451,300,0.064,embedded,
6866-F,300,300,p066_004_6866-F_01d4a0b8.png,66,Im2447,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6858-L,300,450,p066_005_6858-L_1c355a30.png,66,Im2449,342,228,451,300,0.064,embedded,
6858-HL-1,300,450,p066_006_6858-HL-1_bb4b5e81.png,66,Im2451,342,228,451,300,0.064,embedded,
6858-F,300,300,p066_007_6858-F_04c80c9e.png,66,Im2453,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
6858-D,300,450,p066_008_6858-D_e72d19ec.png,66,Im2455,342,228,451,300,0.064,embedded,
7408-HL-5,300,450,p066_009_7408-HL-5_bf2b5781.png,66,Im2457,342,228,451,300,0.0,embedded,
7408-L,300,450,p066_010_7408-L_ee68f598.png,66,Im2460,342,228,451,300,0.0,embedded-indexed,
7408-HL-4,300,450,p066_011_7408-HL-4_8e30df2f.png,66,Im2462,342,228,451,300,0.0,embedded,
6166-D,300,450,p067_001_6166-D_c3a466e8.png,67,Im2470,342,228,451,300,0.0,embedded,
6166-K-3,300,450,p067_002_6166-K-3_d4f5857f.png,67,Im2472,342,228,451,300,0.0,embedded,
6166-K-4,300,450,p067_003_6166-K-4_45d7b69b.png,67,Im2474,342,228,451,300,0.0,embedded,
K-521-L,300,450,p067_004_K-521-L_56612518.png,67,Im2476,342,228,451,300,0.064,embedded,
K-521-HL-1,300,450,p067_005_K-521-HL-1_296d02d1.png,67,Im2478,342,228,451,300,0.064,embedded,
K-521-HL-3,300,450,p067_006_K-521-HL-3_e8323cef.png,67,Im2480,342,228,451,300,0.064,embedded,
K-548-L,300,450,p067_007_K-548-L_eb7f8c9a.png,67,Im2482,342,228,451,300,0.064,embedded,
K-548-HL-1,300,450,p067_008_K-548-HL-1_1402b092.png,67,Im2484,342,228,451,300,0.064,embedded,
K-548-HL-2,300,450,p067_009_K-548-HL-2_a8a49503.png,67,Im2486,342,228,451,300,0.064,embedded,
K-548-D,300,450,p067_010_K-548-D_d5e90163.png,67,Im2488,342,228,451,300,0.064,embedded,
6782-L,300,450,p067_011_6782-L_62ae33f7.png,67,Im2490,342,228,451,300,0.064,embedded,
6782-D,300,450,p067_012_6782-D_e71a697c.png,67,Im2492,342,228,451,300,0.064,embedded,
6782-K-3,300,450,p067_013_6782-K-3_d52790d9.png,67,Im2494,342,228,451,300,0.064,embedded,
6782-K-4,300,450,p067_014_6782-K-4_d2040834.png,67,Im2496,342,228,451,300,0.064,embedded,
EL-8196,300,450,p067_015_EL-8196_812316e1.png,67,Im2499,342,228,451,300,0.064,embedded,
EL-8200,300,450,p067_016_EL-8200_bcd274b9.png,67,Im2501,342,228,451,300,0.064,embedded,
EL-8386,300,450,p067_017_EL-8386_05add0ef.png,67,Im2503,342,228,451,300,0.017,embedded,
4348-L,300,450,p068_001_4348-L_34e3174b.png,68,Im2510,342,228,451,300,0.0,embedded,
4348-D,300,450,p068_002_4348-D_5e9dd0ef.png,68,Im2512,342,228,451,300,0.0,embedded,
4348-HL-1,300,450,p068_003_4348-HL-1_d19efcd5.png,68,Im2514,342,228,451,300,0.0,embedded,
4348-F,300,300,p068_004_4348-F_697158ce.png,68,Im2516,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4579-L,300,450,p068_005_4579-L_c49ea2a2.png,68,Im2519,342,228,451,300,0.0,embedded-indexed,
4579-HL-1,300,450,p068_006_4579-HL-1_ba993fe5.png,68,Im2521,342,228,451,300,0.0,embedded,
4579-D,300,450,p068_007_4579-D_62166273.png,68,Im2523,342,228,451,300,0.0,embedded,
4579-F,300,300,p068_008_4579-F_6f4ed4f7.png,68,Im2525,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1231-HL-2,300,450,p068_009_1231-HL-2_2be3a072.png,68,Im2527,342,228,451,300,0.0,embedded,
1231-D,300,450,p068_010_1231-D_4c81a1cf.png,68,Im2529,342,228,451,300,0.0,embedded,
4273-L,300,450,p068_011_4273-L_e12a09fd.png,68,Im2531,342,228,451,300,0.0,embedded,
4273-D,300,450,p068_012_4273-D_80ab34ea.png,68,Im2533,342,228,451,300,0.0,embedded,
4273-HL-1,300,450,p068_013_4273-HL-1_44aee8be.png,68,Im2535,342,228,451,300,0.0,embedded,
4273-F,300,300,p068_014_4273-F_f566c327.png,68,Im2537,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1334-L,300,450,p068_015_1334-L_b4d0e202.png,68,Im2539,342,228,451,300,0.0,embedded,
1334-HL-1,300,450,p068_016_1334-HL-1_5d04727d.png,68,Im2541,342,228,451,300,0.0,embedded,
1334-D,300,450,p068_017_1334-D_e4bfe65d.png,68,Im2543,342,228,451,300,0.0,embedded,
4297-L,300,450,p068_018_4297-L_6374081e.png,68,Im2545,342,228,451,300,0.0,embedded,
4297-HL-2,300,450,p068_019_4297-HL-2_aaf18e90.png,68,Im2547,342,228,451,300,0.0,embedded,
4297-D,300,450,p068_020_4297-D_08dba328.png,68,Im2549,342,228,451,300,0.0,embedded,
1334-HL-3,300,450,p068_021_1334-HL-3_b6b15571.png,68,Im2551,342,228,451,300,0.0,embedded,
1334-F,300,300,p068_022_1334-F_49474011.png,68,Im2553,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4297-F,300,300,p068_023_4297-F_9beafb4d.png,68,Im2555,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1231-F,300,300,p068_024_1231-F_0335ae8a.png,68,Im2557,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
4586-L,300,450,p069_001_4586-L_2189ffe2.png,69,Im2571,342,228,451,300,0.0,embedded,
4586-HL-1,300,450,p069_002_4586-HL-1_434b9392.png,69,Im2573,342,228,451,300,0.0,embedded,
4586-HL-2,300,450,p069_003_4586-HL-2_c5b139f8.png,69,Im2575,342,228,451,300,0.0,embedded,
4645-L,300,450,p069_004_4645-L_b620c89e.png,69,Im2577,342,228,451,300,0.0,embedded,
4645-D,300,450,p069_005_4645-D_4101e11c.png,69,Im2579,342,228,451,300,0.0,embedded,
4645-HL-3,300,450,p069_006_4645-HL-3_83cc5e91.png,69,Im2581,342,228,451,300,0.0,embedded,
4645-F,300,300,p069_007_4645-F_39539102.png,69,Im2583,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4588-L,300,450,p069_008_4588-L_9b38f9e6.png,69,Im2585,342,228,451,300,0.0,embedded,
4588-HL-1,300,450,p069_009_4588-HL-1_c3c9088d.png,69,Im2587,342,228,451,300,0.0,embedded,
4588-D,300,450,p069_010_4588-D_51612b62.png,69,Im2589,342,228,451,300,0.0,embedded,
4916-L,300,450,p069_011_4916-L_f94d4d48.png,69,Im2591,342,228,451,300,0.0,embedded,
4916-HL-1-A,300,450,p069_012_4916-HL-1-A_6edbdb7b.png,69,Im2593,342,228,451,300,0.0,embedded,
4916-HL-1-B,300,450,p069_013_4916-HL-1-B_7f20e6a5.png,69,Im2595,342,228,451,300,0.0,embedded,
4588-HL-2,300,450,p069_014_4588-HL-2_f260e70e.png,69,Im2597,342,228,451,300,0.0,embedded,
4588-F,300,300,p069_015_4588-F_7fcf7dc3.png,69,Im2599,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4916-D,300,450,p069_016_4916-D_90cae837.png,69,Im2601,342,228,451,300,0.0,embedded,
4916-F,300,300,p069_017_4916-F_5703080f.png,69,Im2603,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4586-F,300,300,p069_018_4586-F_1bcd9bed.png,69,Im2605,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4584-L,300,450,p069_019_4584-L_4b932f86.png,69,Im2607,342,228,451,300,0.0,embedded,
4584-HL-1,300,450,p069_020_4584-HL-1_0ded1d7e.png,69,Im2609,342,228,451,300,0.0,embedded,
4584-F,300,300,p069_021_4584-F_9be8468e.png,69,Im2611,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4368-L,300,450,p069_022_4368-L_7b329960.png,69,Im2613,342,228,451,300,0.0,embedded,
4368-HL-1,300,450,p069_023_4368-HL-1_ce159dfd.png,69,Im2615,342,228,451,300,0.0,embedded,
4368-F,300,300,p069_024_4368-F_a77fa835.png,69,Im2617,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4367-L,300,450,p069_025_4367-L_1c87af09.png,69,Im2619,342,228,451,300,0.0,embedded,
4367-HL-1,300,450,p069_026_4367-HL-1_9c1282c2.png,69,Im2621,342,228,451,300,0.0,embedded,
4367-F,300,300,p069_027_4367-F_cb4c71b5.png,69,Im2623,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4927-L,300,450,p070_001_4927-L_a8d7d7ef.png,70,Im2631,342,228,451,300,0.0,embedded,
4927-HL-1-A,300,450,p070_002_4927-HL-1-A_050b99af.png,70,Im2633,342,228,451,300,0.0,embedded,
4927-D,300,450,p070_003_4927-D_6682010a.png,70,Im2635,342,228,451,300,0.0,embedded,
4927-HL-1-B,300,450,p070_004_4927-HL-1-B_b728b637.png,70,Im2637,342,228,451,300,0.0,embedded,
4927-F,300,300,p070_005_4927-F_6f0c24ad.png,70,Im2639,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4925-L,300,450,p070_006_4925-L_16e50397.png,70,Im2641,342,228,451,300,0.0,embedded,
4925-HL-1-A,300,450,p070_007_4925-HL-1-A_807149d7.png,70,Im2643,342,228,451,300,0.0,embedded,
4925-D,300,450,p070_008_4925-D_da3de680.png,70,Im2645,342,228,451,300,0.0,embedded,
4925-HL-1-B,300,450,p070_009_4925-HL-1-B_93150e47.png,70,Im2647,342,228,451,300,0.0,embedded,
4925-F,300,300,p070_010_4925-F_c2093b2e.png,70,Im2649,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4918-L,300,450,p070_011_4918-L_8a3e1b90.png,70,Im2651,342,228,451,300,0.0,embedded,
4918-HL-1-A,300,450,p070_012_4918-HL-1-A_527bfd95.png,70,Im2653,342,228,451,300,0.0,embedded,
4918-D,300,450,p070_013_4918-D_e45e9de1.png,70,Im2655,342,228,451,300,0.0,embedded,
4918-HL-1-B,300,450,p070_014_4918-HL-1-B_1120fe16.png,70,Im2657,342,228,451,300,0.0,embedded,
4918-F,300,300,p070_015_4918-F_fd38b2f1.png,70,Im2659,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
2768-L,300,450,p070_016_2768-L_f15a53de.png,70,Im2661,342,228,451,300,0.0,embedded,
2768-HL-2,300,450,p070_017_2768-HL-2_a021279a.png,70,Im2663,342,228,451,300,0.0,embedded,
2768-HL-1,300,450,p070_018_2768-HL-1_ea9d4acf.png,70,Im2665,342,228,451,300,0.0,embedded,
2768-HL-3,300,450,p070_019_2768-HL-3_a4736b84.png,70,Im2667,342,228,451,300,0.0,embedded,
EL-1582,300,450,p070_020_EL-1582_defbf232.png,70,Im2670,342,228,451,300,0.0,embedded,
EL-3034,300,450,p070_021_EL-3034_59781e49.png,70,Im2672,342,228,451,300,0.0,embedded,
EL-3238,300,450,p070_022_EL-3238_c59895e1.png,70,Im2674,342,228,451,300,0.0,embedded,
1229-D,300,450,p071_001_1229-D_f89b6282.png,71,Im2681,342,228,451,300,0.0,embedded,
K-241,300,450,p071_002_K-241_ec88a0c1.png,71,Im2683,342,228,451,300,0.0,embedded,
K-329,300,450,p071_003_K-329_91a93024.png,71,Im2685,342,228,451,300,0.0,embedded,
1231-D,300,450,p071_004_1231-D_1c0fbc6f.png,71,Im2687,342,228,451,300,0.0,embedded,
K-258,300,450,p071_005_K-258_aa130fd7.png,71,Im2689,342,228,451,300,0.0,embedded,
K-259,300,450,p071_006_K-259_1f953729.png,71,Im2691,342,228,451,300,0.0,embedded,
1847-D,300,450,p071_007_1847-D_a027a668.png,71,Im2693,342,228,451,300,0.0,embedded,
K-361,300,450,p071_008_K-361_f931707d.png,71,Im2695,342,228,451,300,0.0,embedded,
K-362,300,450,p071_009_K-362_e1b7e7ad.png,71,Im2697,342,228,451,300,0.0,embedded,
2634-L,300,450,p071_010_2634-L_647bc24a.png,71,Im2700,342,228,451,300,0.0,embedded,
K-517,300,450,p071_011_K-517_4501ff50.png,71,Im2702,342,228,451,300,0.0,embedded,
K-518,300,450,p071_012_K-518_7a40ed60.png,71,Im2704,342,228,451,300,0.0,embedded,
2645-L,300,450,p071_013_2645-L_fc4c8324.png,71,Im2706,342,228,451,300,0.0,embedded,
K-541,300,450,p071_014_K-541_c8acc1c2.png,71,Im2708,342,228,451,300,0.0,embedded,
K-542,300,450,p071_015_K-542_625d7e71.png,71,Im2710,342,228,451,300,0.0,embedded,
BANANA CEMENTO,300,450,p072_001_BANANA_CEMENTO_b7117273.png,72,Im2720,342,228,451,300,0.0,embedded,
ARIZONA ORO,300,450,p072_002_ARIZONA_ORO_ca695fd1.png,72,Im2722,342,228,451,300,0.0,embedded,
EDGE BRIZO,300,450,p072_003_EDGE_BRIZO_7d0350f6.png,72,Im2724,342,228,451,300,0.0,embedded,
MARBLE NATURAL,300,450,p072_004_MARBLE_NATURAL_e83823d8.png,72,Im2726,342,228,451,300,0.0,embedded,
LITHOS AMAZONE,300,450,p072_005_LITHOS_AMAZONE_7cb48b7a.png,72,Im2728,342,229,451,302,0.633,embedded,
MAJESTIC ORO,300,450,p072_006_MAJESTIC_ORO_7b0304d1.png,72,Im2730,342,228,451,300,0.0,embedded,
TRICON GREY,300,450,p072_007_TRICON_GREY_b69a07fa.png,72,Im2732,342,228,451,300,0.0,embedded,
TROPICAL CREMA,300,450,p072_008_TROPICAL_CREMA_54cc666d.png,72,Im2734,342,229,451,302,0.633,embedded,
TROPICAL AMAZONE,300,450,p072_009_TROPICAL_AMAZONE_945e1b5e.png,72,Im2736,342,229,451,302,0.633,embedded,
CAST GREY,300,450,p072_010_CAST_GREY_4577f0fe.png,72,Im2738,342,228,451,300,0.0,embedded,
2904,300,450,p073_001_2904_19745dfe.png,73,Im2746,342,228,451,300,0.0,embedded,
2307,300,450,p073_002_2307_dc74e1c3.png,73,Im2748,342,228,451,300,0.0,embedded,
6001,300,450,p073_003_6001_2c29ce40.png,73,Im2750,342,228,451,300,0.0,embedded,
MATRIX-01,300,450,p073_004_MATRIX-01_f5c8c048.png,73,Im2752,342,228,451,300,0.0,embedded,
ASTER-06,300,450,p073_005_ASTER-06_ca1835f9.png,73,Im2754,342,228,451,300,0.0,embedded,
LEAF-08,300,450,p073_006_LEAF-08_ef25fad2.png,73,Im2756,342,228,451,300,0.0,embedded,
ROYAL-14,300,450,p073_007_ROYAL-14_f562c3a1.png,73,Im2758,342,228,451,300,0.0,embedded,
RAJWADI-10,300,450,p073_008_RAJWADI-10_459aab2f.png,73,Im2760,342,228,451,300,0.0,embedded,
ROYAL-25,300,450,p073_009_ROYAL-25_308e5ad1.png,73,Im2762,342,228,451,300,0.0,embedded,
5158,500,500,p074_001_5158_5b9657b0.png,74,Im2776,342,342,500,500,0.0,embedded,
BURBERRY-1007,500,500,p074_002_BURBERRY-1007_b14c1452.png,74,Im2784,342,342,500,500,0.0,embedded,
BURBERRY-1021,500,500,p074_003_BURBERRY-1021_1dd5b147.png,74,Im2792,342,342,500,500,0.0,embedded,
LEXITON-1008,500,500,p074_004_LEXITON-1008_c79ccd90.png,74,Im2800,342,342,500,500,0.0,embedded,
MONTANA-1004,500,500,p074_005_MONTANA-1004_36bb5bc8.png,74,Im2808,342,342,500,500,0.0,embedded,
SANDAL-1004,500,500,p074_006_SANDAL-1004_d376f4c5.png,74,Im2816,342,342,500,500,0.0,embedded,
SANDAL-1012,500,500,p074_007_SANDAL-1012_965315fb.png,74,Im2824,342,342,500,500,0.0,embedded,
SILVENTA-1001,500,500,p074_008_SILVENTA-1001_03711651.png,74,Im2832,342,342,500,500,0.0,embedded,
WALNUT-1004,500,500,p075_001_WALNUT-1004_5008927f.png,75,Im2845,342,342,500,500,0.0,embedded,
SANDAL-1009,500,500,p075_002_SANDAL-1009_f2436b0f.png,75,Im2854,342,342,500,500,0.0,embedded,
URBAN-1009-HL-1,500,500,p075_003_URBAN-1009-HL-1_2d832acf.png,75,Im2862,342,342,500,500,0.0,embedded,
5475,400,400,p076_001_5475_7ae953bc.png,76,Im2876,299,299,400,400,0.0,embedded,
5335,400,400,p076_002_5335_46eeb66b.png,76,Im2884,299,299,400,400,0.0,embedded,
58101,400,400,p076_003_58101_c5a9593f.png,76,Im2892,299,299,400,400,0.0,embedded,
7805,400,400,p076_004_7805_9c240c72.png,76,Im2900,299,299,400,400,0.0,embedded,
8771,400,400,p076_005_8771_745b0e54.png,76,Im2909,299,299,400,400,0.0,embedded,
9709,400,400,p076_006_9709_75ad5ecf.png,76,Im2917,299,299,400,400,0.0,embedded,
6725,400,400,p077_001_6725_0db7969b.png,77,Im2930,299,299,400,400,0.0,embedded,
6821,400,400,p077_002_6821_0c282259.png,77,Im2938,299,299,400,400,0.0,embedded,
